x,y,z,pose_json,contact_area,grasp_width,score,pair_num,edge_num,point_num
-0.14200227370057755,-21.734187101347622,4.410052780208404,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",177.00111739848973,25.73481933084303,0.4958822320558375,1,1,1
-0.18015702686879564,-22.103887745017065,0.8292895027937882,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",185.96685824434206,25.73481933084303,0.5259391486322766,1,1,2
-0.21831178003701357,-22.473588388686508,-2.7514737746208286,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",194.89475239837626,25.73481933084303,0.5549078848418185,1,1,3
-0.2564665332052316,-22.84328903235595,-6.332237052035449,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",201.61763173341856,25.73481933084303,0.5756096619689469,1,1,4
-0.29462128637344964,-23.212989676025394,-9.913000329450067,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",204.87859326404725,25.73481933084303,0.5839575125014858,1,1,5
-0.33277603954166757,-23.582690319694837,-13.493763606864679,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",204.67763699368984,25.73481933084303,0.5800843797889342,1,1,6
-0.3709307927098857,-23.95239096336428,-17.074526884279297,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",201.00458646755268,25.73481933084303,0.5640843492053879,1,1,7
-0.40908554587810364,-24.322091607033723,-20.655290161693912,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",193.54336666058433,25.73481933084303,0.5350115835214716,1,1,8
-0.4472402990463217,-24.691792250703166,-24.236053439108534,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",182.90118580625426,25.73481933084303,0.49498458074350904,1,1,9
-0.4853950522145397,-25.06149289437261,-27.816816716523157,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",145.17552555519546,25.73481933084303,0.36419511120740006,1,1,10
-0.5235498053827576,-25.431193538042052,-31.397579993937764,"[[0.010598542546727223, 0.10269462324151193, 0.9946564659485049], [0.023514131205934388, 0.9944116748261275, -0.10291990382392517], [-0.9996673229277405, 0.024479283624727104, 0.008124539599562079]]",105.99313201116085,25.73481933084303,0.22833688776591643,1,1,11
