x,y,z,pose_json,contact_area,grasp_width,score,pair_num,edge_num,point_num
-20.290812407870362,-10.844256112117776,-0.5319510649089323,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",144.9711893900534,30.999276966208736,0.3783499734819877,1,1,21
-23.889086360268575,-10.95451383951182,-0.5483155704743463,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",102.07532009807902,30.999276966208736,0.22827171620663633,1,1,22
-27.487360312666798,-11.064771566905861,-0.5646800760397601,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",58.64761495239143,30.999276966208736,0.07626042880168951,1,1,23
1.1880762768226087,-6.586533143362694,-0.3102846671310726,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",265.6447522749286,30.999276966208736,0.8151451057012242,1,1,24
-2.41019767557561,-6.696790870756737,-0.3266491726964865,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",268.21429876253046,30.999276966208736,0.8228588612314919,1,1,25
-6.008471627973828,-6.807048598150779,-0.34301367826190043,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",270.8439315953279,30.999276966208736,0.8276160491377158,1,1,26
-9.606745580372047,-6.917306325544821,-0.35937818382731435,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",273.47356441900223,30.999276966208736,0.8307368716199545,1,1,27
-13.205019532770265,-7.027564052938863,-0.37574268939272826,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",270.29690725013603,30.999276966208736,0.8137094518631371,1,1,28
-16.803293485168485,-7.1378217803329065,-0.39210719495814217,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",248.84645497369934,30.999276966208736,0.7352493206639549,1,1,29
-20.401567437566705,-7.248079507726949,-0.4084717005235561,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",193.52242152901692,30.999276966208736,0.543391118196846,1,1,30
-23.99984138996492,-7.358337235120991,-0.42483620608897,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",137.6665522436391,30.999276966208736,0.3496375396408403,1,1,31
-27.59811534236314,-7.468594962515033,-0.4412007116543839,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",81.27884710548841,30.999276966208736,0.15403132523622343,1,1,32
1.0773212471262623,-2.9903565389718687,-0.18680530274569646,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.84000000732954,30.999276966208736,0.9934565322511907,1,1,33
-2.520952705271956,-3.100614266365911,-0.20316980831111037,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.8399999987032,30.999276966208736,0.9917764490139915,1,1,34
-6.119226657670174,-3.2108719937599535,-0.21953431387652428,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.8399999987032,30.999276966208736,0.9857905382028778,1,1,35
-9.717500610068395,-3.3211297211539956,-0.2358988194419382,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.8399999987032,30.999276966208736,0.9788892678611039,1,1,36
-13.315774562466611,-3.431387448548038,-0.2522633250073521,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",315.13554008915105,30.999276966208736,0.966039363084377,1,1,37
-16.91404851486483,-3.5416451759420804,-0.268627830572766,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",293.5292462876508,30.999276966208736,0.8865807226798625,1,1,38
-20.512322467263054,-3.651902903336123,-0.2849923361381799,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",229.44924628612512,30.999276966208736,0.6651330682963579,1,1,39
-24.110596419661267,-3.762160630730165,-0.30135684170359384,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",165.36924629335363,30.999276966208736,0.4436576124187817,1,1,40
-27.708870372059486,-3.8724183581242073,-0.31772134726900775,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",101.28924629503159,30.999276966208736,0.22216498784561217,1,1,41
0.9665662174299158,0.6058200654189568,-0.0633259383603203,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.8399999987032,30.999276966208736,0.9976526226163374,1,1,42
-2.6317077349683027,0.4955623380249145,-0.07969044392573421,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.8399999987032,30.999276966208736,0.9944936399339304,1,1,43
-6.229981687366521,0.3853046106308723,-0.09605494949114812,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.8399999987032,30.999276966208736,0.9871702683218551,1,1,44
-9.828255639764741,0.2750468832368299,-0.11241945505656203,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.83999999870315,30.999276966208736,0.9797921742432868,1,1,45
-13.426529592162959,0.16478915584278758,-0.12878396062197595,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",316.83999999870315,30.999276966208736,0.97240321355994,1,1,46
-17.02480354456118,0.054531428448745214,-0.14514846618738986,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",301.269960246805,30.999276966208736,0.9129779366895562,1,1,47
-20.6230774969594,-0.05572629894529714,-0.16151297175280377,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",237.18996023777143,30.999276966208736,0.691439009515404,1,1,48
-24.221351449357613,-0.16598402633933937,-0.17787747731821765,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",173.10996023636326,30.999276966208736,0.4698990297276127,1,1,49
-27.819625401755836,-0.2762417537333817,-0.1942419828836316,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",109.0299602373059,30.999276966208736,0.2483584057864305,1,1,50
0.8558111877335689,4.201996669809786,0.06015342602505597,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",288.3266560808779,30.999276966208736,0.8959000464846342,1,1,51
-2.7424627646646496,4.091738942415744,0.04378892045964208,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",287.4944237480127,30.999276966208736,0.8918087402336201,1,1,52
-6.340736717062867,3.981481215021702,0.027424414894228144,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",290.5370185015934,30.999276966208736,0.8967128154943507,1,1,53
-9.939010669461087,3.8712234876276597,0.011059909328814246,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",295.35891324735337,30.999276966208736,0.9062931843669634,1,1,54
-13.537284621859305,3.760965760233617,-0.005304596236599651,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",293.7841513733748,30.999276966208736,0.8940767155169231,1,1,55
-17.135558574257526,3.650708032839575,-0.021669101802013563,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",273.9804638399966,30.999276966208736,0.8207647691435145,1,1,56
-20.733832526655746,3.540450305445532,-0.03803360736742749,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",215.970117492033,30.999276966208736,0.6196830940425943,1,1,57
-24.332106479053962,3.4301925780514897,-0.054398112932841386,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",154.13392719589484,30.999276966208736,0.4057648313440353,1,1,58
-27.930380431452182,3.3199348506574475,-0.0707626184982553,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",91.2255550908647,30.999276966208736,0.18823159116723062,1,1,59
0.7450561580372225,7.798173274200613,0.18363279041043212,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",224.2466560869874,30.999276966208736,0.6744661331479336,1,1,60
-2.853217794360996,7.68791554680657,0.1672682848450182,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",223.41442374662816,30.999276966208736,0.6709322146127458,1,1,61
-6.451491746759213,7.577657819412528,0.15090377927960433,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",226.45701850076242,30.999276966208736,0.6775010285874044,1,1,62
-10.049765699157435,7.467400092018486,0.13453927371419044,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",231.60510916895285,30.999276966208736,0.689427537979011,1,1,63
-13.648039651555651,7.357142364624443,0.11817476814877653,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",230.03034729423314,30.999276966208736,0.6780322994623263,1,1,64
-17.246313603953876,7.2468846372304005,0.10181026258336257,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",211.60611588579738,30.999276966208736,0.6098810152249147,1,1,65
-20.844587556352092,7.136626909836358,0.08544575701794868,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",166.5557695357139,30.999276966208736,0.45249680390959923,1,1,66
-24.44286150875031,7.026369182442316,0.0690812514525348,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",117.6775612572132,30.999276966208736,0.28216661252755193,1,1,67
-28.041135461148524,6.916111455048274,0.05271674588712086,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",67.40501121022729,30.999276966208736,0.1070771817858514,1,1,68
0.634301128340876,11.394349878591441,0.3071121547958084,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",160.16665608465507,30.999276966208736,0.4529641577643114,1,1,69
-2.9639728240573424,11.284092151197399,0.2907476492303945,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",159.3344237452436,30.999276966208736,0.44966006739675884,1,1,70
-6.56224677645556,11.173834423803356,0.2743831436649806,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",162.37701849993147,30.999276966208736,0.4571751757455472,1,1,71
-10.16052072885378,11.063576696409315,0.25801863809956666,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",167.5251091669335,30.999276966208736,0.4701408531691301,1,1,72
-13.758794681251999,10.953318969015273,0.2416541325341528,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",165.9503472921757,30.999276966208736,0.4596078552476197,1,1,73
-17.35706863365022,10.84306124162123,0.22528962696873883,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",150.16484325124662,30.999276966208736,0.40093916606421687,1,1,74
-20.955342586048438,10.732803514227188,0.20892512140332503,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",118.07449690055256,30.999276966208736,0.28737301183550595,1,1,75
-24.55361653844665,10.622545786833147,0.19256061583791106,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",82.15628862331099,30.999276966208736,0.16074644526116827,1,1,76
0.5235460986445296,14.990526482982268,0.4305915191811846,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",96.08665609129807,30.999276966208736,0.23144279981126636,1,1,77
-3.074727853753689,14.880268755588224,0.4142270136157706,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",95.25442374385908,30.999276966208736,0.22826195985424041,1,1,78
-6.673001806151907,14.770011028194183,0.3978625080503568,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",98.29701849910049,30.999276966208736,0.23634969524171112,1,1,79
-10.271275758550127,14.659753300800139,0.3814980024849428,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",103.44510916491421,30.999276966208736,0.25007710918646975,1,1,80
-13.869549710948345,14.549495573406098,0.36513349691952895,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",101.87034729011827,30.999276966208736,0.24029245318384773,1,1,81
-17.467823663346564,14.439237846012055,0.348768991354115,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",89.98284187491149,30.999276966208736,0.1953024406165547,1,1,82
-21.066097615744788,14.328980118618015,0.33240448578870113,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",70.85249552366133,30.999276966208736,0.1255894419422346,1,1,83
-24.664371568143,14.21872239122397,0.3160399802232872,"[[0.9995205423328386, 0.030627146498345092, 0.004545695990392753], [-0.030765286026762685, 0.9989379456641189, 0.034299823440382286], [-0.0034903624968805995, -0.03442322776438665, 0.999401250129257]]",47.894287247733374,30.999276966208736,0.04271930141968638,1,1,84
-10.275818687913965,-16.6692297854129,-0.6976086893809359,"[[0.7685216029764185, -0.6395313592112255, -0.019343896815242137], [0.6398143192584836, 0.7679939335539855, 0.02868719045287871], [-0.0034903624968805926, -0.03442322776438665, 0.9994012501292571]]",216.6610445909803,30.999276966208736,0.6249504260003352,1,2,1
-13.042496458629069,-14.366916892252483,-0.6279706608460642,"[[0.7685216029764185, -0.6395313592112255, -0.019343896815242137], [0.6398143192584836, 0.7679939335539855, 0.02868719045287871], [-0.0034903624968805926, -0.03442322776438665, 0.9994012501292571]]",260.0170620541903,30.999276966208736,0.7702090814372148,1,2,2
-15.809174229344174,-12.064603999092071,-0.5583326323111926,"[[0.7685216029764185, -0.6395313592112255, -0.019343896815242137], [0.6398143192584836, 0.7679939335539855, 0.02868719045287871], [-0.0034903624968805926, -0.03442322776438665, 0.9994012501292571]]",289.6635945339433,30.999276966208736,0.8682951117672871,1,2,3
-18.57585200005928,-9.76229110593166,-0.48869460377632085,"[[0.7685216029764185, -0.6395313592112255, -0.019343896815242137], [0.6398143192584836, 0.7679939335539855, 0.02868719045287871], [-0.0034903624968805926, -0.03442322776438665, 0.9994012501292571]]",295.7437673462212,30.999276966208736,0.8863617278380853,1,2,4
-21.342529770774387,-7.459978212771248,-0.4190565752414491,"[[0.7685216029764185, -0.6395313592112255, -0.019343896815242137], [0.6398143192584836, 0.7679939335539855, 0.02868719045287871], [-0.0034903624968805926, -0.03442322776438665, 0.9994012501292571]]",271.27609913840257,30.999276966208736,0.8012615780405803,1,2,5
